inside_level11_path_with_masks_block;5;-22.40;9.47;3.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;6;-22.40;11.47;3.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;7;-20.40;11.47;3.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;8;-22.40;1.47;3.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;9;-24.40;1.47;5.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;10;-24.40;11.47;5.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;11;-24.40;9.47;5.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;12;-24.40;7.47;5.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;13;-24.40;5.47;5.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;14;-24.40;3.47;5.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;15;-22.40;-0.53;3.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;16;-22.40;-0.53;5.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;17;-24.40;-0.53;5.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;18;-28.40;-0.53;9.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;19;-26.40;-0.53;9.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;20;-26.40;-0.53;7.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;21;-28.40;3.47;9.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;22;-28.40;5.47;9.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;23;-28.40;7.47;9.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;24;-28.40;9.47;9.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;25;-28.40;11.47;9.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;26;-28.40;1.47;9.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;27;-26.40;1.47;7.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;28;-24.40;11.47;7.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;29;-26.40;11.47;7.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;30;-26.40;9.47;7.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;31;-26.40;7.47;7.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;32;-26.40;5.47;7.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;33;-26.40;3.47;7.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;34;-30.40;3.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;35;-30.40;5.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;36;-30.40;7.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;37;-30.40;9.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;38;-30.40;11.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;39;-28.40;11.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;40;-30.40;1.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;41;-32.40;-0.53;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;42;-32.40;1.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;43;-32.40;11.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;44;-32.40;9.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;45;-32.40;7.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;46;-32.40;5.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;47;-30.40;-0.53;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;48;-32.40;3.47;11.00;90.00;-0.00;0.00
inside_level11_path_with_masks_bigskybox;0;0.00;-0.00;24.00;90.00;-0.00;0.00
inside_level11_path_with_masks_hill3;0;-4.60;-2.53;5.01;0.00;-0.00;175.00
inside_level11_path_with_masks_Trappa;6;9.78;-2.98;5.04;0.00;-0.00;55.79
inside_level11_path_with_masks_Trappa;7;8.66;-4.63;5.04;0.00;-0.00;55.79
inside_level11_path_with_masks_Trappa;8;6.47;-0.73;3.04;0.00;-0.00;55.79
inside_level11_path_with_masks_Trappa;9;5.35;-2.39;3.04;0.00;-0.00;55.79
inside_level11_path_with_masks_Trappa;10;-20.40;8.48;3.01;0.00;-0.00;180.02
inside_level11_path_with_masks_Trappa;11;-24.40;8.48;7.01;0.00;-0.00;180.02
inside_level11_path_with_masks_Trappa;12;-28.40;8.48;11.01;0.00;-0.00;180.02
inside_level11_path_with_masks_Trappa;13;-22.40;2.48;5.01;0.00;0.00;360.02
inside_level11_path_with_masks_Trappa;14;-26.40;2.48;9.01;0.00;0.00;360.02
inside_level11_path_with_masks_Trappa;15;-34.39;7.48;13.37;0.00;0.00;270.02
inside_level11_path_with_masks_Trappa;16;-34.39;5.48;13.37;0.00;0.00;270.02
inside_level11_path_with_masks_Trappa;17;-34.39;3.48;13.37;0.00;0.00;270.02
text_tag_player;1;-17.81;6.35;14.66;0.00;0.00;0.00
mask;0;-3.99;-1.14;2.91;180.00;0.00;0.00
mask;1;-9.01;0.91;2.91;180.00;-0.00;180.00
mask;2;-13.99;-1.14;2.91;180.00;0.00;0.00
mask;3;-14.01;11.14;4.91;180.00;-0.00;-180.00
mask;4;-21.20;0.35;4.91;180.00;-0.00;90.00
mask;5;1.80;-7.65;4.91;180.00;-0.00;90.00
mask;6;12.80;-10.60;8.91;180.00;-0.00;60.00
mask;7;15.25;-12.33;8.91;180.00;-0.00;55.00
mask;8;18.51;-14.64;8.91;180.00;-0.00;45.00
mask;9;20.89;-7.78;8.94;170.33;357.42;40.22
mask;10;-9.01;9.14;2.91;180.00;-0.00;180.00
mask;11;-23.20;8.35;4.91;180.00;-0.00;90.00
mask;12;-24.81;5.27;8.91;180.00;-0.00;90.00
mask;13;-24.78;1.54;10.91;180.00;-0.00;90.00
