inside_level8_3d_space_stair;23;-13.00;-8.00;16.00;-90.00;0.00;180.00
inside_level8_3d_space_stair;24;-11.00;-8.00;16.00;-90.00;0.00;180.00
inside_level8_3d_space_stair;25;-9.00;-8.00;16.00;-90.00;0.00;180.00
inside_level8_3d_space_stair;26;-7.00;-8.00;16.00;-90.00;0.00;180.00
inside_level8_3d_space_stair;27;8.00;9.00;16.00;-90.00;0.00;-0.00
inside_level8_3d_space_stair;28;10.00;9.00;16.00;-90.00;0.00;-0.00
inside_level8_3d_space_stair;29;12.00;9.00;16.00;-90.00;0.00;-0.00
inside_level8_3d_space_stair;30;14.00;9.00;16.00;-90.00;0.00;-0.00
inside_level8_3d_space_stair;31;-4.00;14.00;16.00;-90.00;0.00;90.00
inside_level8_3d_space_stair;32;-4.00;12.00;16.00;-90.00;0.00;90.00
inside_level8_3d_space_stair;33;-7.00;9.00;16.00;-90.00;0.00;-0.00
inside_level8_3d_space_stair;34;-9.00;9.00;16.00;-90.00;0.00;-0.00
inside_level8_3d_space_stair;35;-11.00;9.00;16.00;-90.00;0.00;-0.00
inside_level8_3d_space_stair;36;-13.00;9.00;16.00;-90.00;0.00;-0.00
inside_level8_3d_space_stair;37;14.00;-8.00;16.00;-90.00;0.00;180.00
inside_level8_3d_space_stair;38;12.00;-8.00;16.00;-90.00;0.00;180.00
inside_level8_3d_space_stair;39;10.00;-8.00;16.00;-90.00;0.00;180.00
inside_level8_3d_space_stair;40;8.00;-8.00;16.00;-90.00;0.00;180.00
inside_level8_3d_space_stair;41;5.00;14.00;16.00;-90.00;0.00;270.00
inside_level8_3d_space_stair;42;5.00;12.00;16.00;-90.00;0.00;270.00
inside_level8_3d_space_stair;43;5.00;-11.00;16.00;-90.00;0.00;270.00
inside_level8_3d_space_stair;45;5.00;-13.00;16.00;-90.00;0.00;270.00
fog_tag;0;0.23;-0.05;6.88;0.00;-0.00;0.00
inside_level8_3d_space_block;0;-10.00;13.00;3.00;90.00;-0.00;0.00
inside_level8_3d_space_block;1;0.00;18.00;-4.00;90.00;-0.00;0.00
inside_level8_3d_space_block;2;11.00;13.00;3.00;90.00;-0.00;0.00
inside_level8_3d_space_block;3;-10.00;-12.00;14.00;270.00;-0.00;0.00
inside_level8_3d_space_block;4;11.00;13.00;14.00;270.00;0.00;-180.00
inside_level8_3d_space_block;5;-10.00;13.00;14.00;270.00;0.00;-180.00
inside_level8_3d_space_block;6;11.00;-12.00;14.00;270.00;-0.00;0.00
inside_level8_3d_space_block;7;11.00;-12.00;1.00;90.00;-0.00;0.00
inside_level8_3d_space_block;8;-10.00;-12.00;1.00;90.00;-0.00;0.00
inside_level8_3d_space_block;21;11.00;-12.00;3.00;90.00;-0.00;0.00
inside_level8_3d_space_block;22;-10.00;-12.00;3.00;90.00;-0.00;0.00
inside_level8_3d_space_block;45;1.00;-12.00;9.00;90.00;-0.00;0.00
mask;2;-1.00;0.99;5.22;90.00;-0.00;0.00
mask;3;3.00;0.99;5.22;90.00;-0.00;0.00
mask;4;1.00;9.22;9.99;180.00;0.00;180.00
mask;5;1.00;14.78;12.99;180.00;-180.00;-0.00
mask;6;3.00;-11.99;10.22;90.00;0.00;180.00
mask;7;-1.00;-11.99;10.22;90.00;0.00;180.00
mask;8;1.00;-13.78;3.99;180.00;0.00;180.00
mask;9;1.00;7.78;12.99;180.00;-0.00;0.00
inside_level8_3d_space_skybox;0;0.50;0.50;14.50;90.00;-0.00;0.00
inside_level8_3d_space_pillar;0;-6.00;18.00;1.00;90.00;-0.00;0.00
inside_level8_3d_space_pillar;1;-2.00;-1.00;1.00;90.00;-0.00;0.00
inside_level8_3d_space_pillar;2;-2.00;-1.00;3.00;90.00;-0.00;0.00
inside_level8_3d_space_pillar;3;4.00;-1.00;1.00;90.00;-0.00;0.00
inside_level8_3d_space_pillar;4;4.00;-1.00;3.00;90.00;-0.00;0.00
inside_level8_3d_space_pillar;5;-2.00;14.00;10.00;-0.00;90.00;0.00
inside_level8_3d_space_pillar;6;-2.00;12.00;10.00;-0.00;90.00;0.00
inside_level8_3d_space_pillar;7;-2.00;10.00;10.00;-0.00;90.00;0.00
inside_level8_3d_space_pillar;8;4.00;10.00;10.00;-0.00;90.00;0.00
inside_level8_3d_space_pillar;9;4.00;12.00;10.00;-0.00;90.00;0.00
inside_level8_3d_space_pillar;10;4.00;14.00;10.00;-0.00;90.00;0.00
inside_level8_3d_space_pillar;11;4.00;-1.00;16.00;90.00;-0.00;0.00
inside_level8_3d_space_pillar;12;4.00;-1.00;14.00;90.00;-0.00;0.00
inside_level8_3d_space_pillar;13;-2.00;-1.00;16.00;90.00;-0.00;0.00
inside_level8_3d_space_pillar;14;-2.00;-1.00;14.00;90.00;-0.00;0.00
start_position;0;12.32;-7.48;6.75;0.00;0.00;180.00
inside_level8_3d_space_platoe;0;1.00;-0.50;4.50;0.00;-0.00;0.00
inside_level8_3d_space_platoe;1;1.00;8.50;11.50;90.00;-0.00;0.00
inside_level8_3d_space_platoe;2;1.00;-0.50;12.50;0.00;-0.00;0.00
